EndDate,DemGen,quota_age,Residency,GenSocTrust,Trustingroups_1,Trustingroups_2,Trustingroups_3,Trustingroups_4,Trustingroups_5,Trustingroups_6,Trustingroups_7,Trustingroups_8,Trustingroups_9,Trustingroups_10,Trustingroups_11,Trustingroups_12,Trustingroups_13,COVIDexp,COVIDeffect_1,COVIDeffect_2,COVIDeffect_3,COVIDeffect_4,SARS,CultCog_1,CultCog_2,CultCog_3,CultCog_4,CultCog_5,CultCog_6,prosocial,CanadaQ_1,CanadaQ_2,CanadaQ_3,FinitePool_1,FinitePool_2,FinitePool_3,FinitePool_4,FinitePool_5,FinitePool_6,FinitePool_7,FinitePool_8,Longitude_1,Longitude_2,Longitude_3,Personal_1,Personal_2,Personal_3,Personal_4,Personal_5,Personal_6,Personal_7,Personal_8,Friends_1,Friends_2,Friends_3,Friends_4,Friends_5,Friends_6,Friends_7,Friends_8,MediaExp_1,MediaExp_2,MediaExp_3,MediaExp_4,MediaExp_5,MediaExp_6,MediaExp_7,PosterstrustQ1,SocialmediatrustQ1,journalisttrustQ1,govtrustQ1,workplacetrustQ1,FriendstrustQ1,WHOtrustQ1,Soughtinfo,prep,Govresponse_1,Govresponse_2,Govresponse_3,Govresponse_4,Govresponse_5,Govresponse_6,Govresponse_7,Govresponse_8,Govresponse_9,Govrestrict_1,Govrestrict_2,Govrestrict_3,Sciunderstand,KnowledgeCert_1,KnowledgeCert_2,Vaccine_1,Vaccine_2,Num1,Num2a,Num2b,Num3,NumeracyQ1,DemAge,DemEdu,DemHealthcare,Ethnic min,Politics
2020-03-28T19:32:18Z,2,4,SE,6,5,4,5,4,3,4,5,5,3,2,4,4,4,8,1,2,1,1,2,4,6,3,4,4,3,6,4,5,3,2,4,1,2,1,2,1,3,3,1,1,1,1,1,5,2,2,2,6,1,4,1,3,3,2,1,4,2,2,1,1,1,1,1,,,5,7,7,4,4,1,1,7,5,6,4,4,6,7,6,7,4,4,3,4,3,6,1,1,10,30,,,1,50,4,1,2,2
2020-03-28T19:32:36Z,2,2,SE,4,5,3,1,2,4,3,3,1,5,3,4,3,3,3,4,5,4,3,1,2,3,2,3,3,4,4,3,2,3,4,6,2,4,3,5,5,6,4,5,6,4,4,5,4,4,4,3,4,4,5,3,5,4,6,4,6,1,2,1,1,2,2,1,4,,6,5,,,5,1,"1,4,6,8",4,3,3,5,6,5,3,5,5,4,6,6,5,6,4,1,2,100,50,,,2,33,4,1,1,3
2020-03-28T19:33:04Z,2,3,SE,2,2,4,4,3,3,3,5,5,4,4,3,5,4,9,4,4,4,4,2,3,5,4,5,3,2,4,4,4,4,5,6,4,4,6,4,4,4,5,5,4,4,4,4,4,3,5,5,5,3,4,4,4,4,4,5,4,1,1,1,1,1,1,1,4,5,5,,,4,5,1,"1,2,4,6,11",5,5,6,5,5,6,4,5,5,4,5,5,4,3,3,1,1,10,5,,,1,49,5,2,2,1
2020-03-28T19:33:10Z,2,3,SE,2,4,4,3,4,4,3,3,3,3,4,5,4,4,1,5,5,5,5,2,3,4,1,3,3,4,4,2,4,2,5,5,6,3,7,4,5,7,6,5,5,6,5,6,4,5,6,6,4,4,4,5,5,6,5,4,5,2,1,1,2,2,2,1,,4,4,,,,4,1,4,5,3,4,4,5,5,4,4,6,4,4,4,5,2,3,2,1,90,40,,,1,40,4,2,1,4
2020-03-28T19:33:41Z,2,4,SE,5,5,4,5,5,4,5,5,4,2,3,3,4,4,8,1,3,1,1,2,3,4,4,3,5,4,5,4,4,2,3,2,1,1,1,4,2,5,2,2,1,4,1,1,1,1,4,1,7,3,5,1,4,5,4,1,7,2,2,1,1,1,1,1,,,5,5,6,4,4,1,"1,4,5,6,8,9",5,4,5,5,6,6,6,6,6,3,3,3,4,3,6,1,1,30,30,,,1,45,3,2,2,2
2020-03-28T19:33:49Z,1,2,SE,4,5,4,5,4,2,3,4,5,3,5,4,5,4,8,5,4,7,1,2,3,5,4,3,4,4,5,5,4,1,7,7,6,3,7,6,5,6,7,6,3,4,4,4,5,5,4,2,7,4,5,3,4,5,4,3,6,1,1,1,1,1,1,1,7,4,7,7,7,3,7,1,"1,2,4,5,6,7,11",6,5,7,5,7,6,5,5,6,4,3,4,5,2,6,2,2,5,30,,,1,33,4,1,2,3
2020-03-28T19:33:54Z,2,6,SE,4,5,4,3,2,2,2,4,4,2,2,2,4,3,8,4,4,3,1,2,2,6,4,1,3,4,4,5,3,2,3,5,2,5,5,5,2,4,5,3,1,5,4,2,4,5,5,5,4,4,5,4,5,5,5,5,5,2,1,1,2,2,1,2,,3,5,,,5,,1,"1,4,6,7,8",7,6,6,5,5,6,6,6,6,4,4,4,5,3,3,1,1,10,30,,,1,66,3,2,2,6
2020-03-28T19:34:08Z,2,2,SE,3,2,2,2,2,2,2,2,1,2,2,2,1,1,1,6,5,3,5,1,4,3,3,3,2,3,4,3,2,2,1,5,3,5,3,5,5,4,3,2,3,4,4,3,2,5,3,5,3,2,5,4,4,5,2,3,5,1,2,2,1,1,2,2,5,,,3,5,,,1,"2,3,6",4,5,3,1,4,3,6,7,3,6,3,3,3,4,4,1,2,30,45,,,1,25,3,2,1,2
2020-03-28T19:34:16Z,2,2,SE,2,4,2,2,2,1,2,2,3,1,1,1,3,2,8,1,2,1,1,2,2,5,4,2,5,5,4,2,1,3,5,1,5,6,2,6,2,4,1,1,1,1,1,1,3,4,1,4,1,4,1,1,3,4,1,4,1,2,2,2,2,1,1,2,,,,,7,1,,2,"1,5,6,7",1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,2,2,30,10,,,2,32,3,2,2,6
2020-03-28T19:34:24Z,2,2,SE,4,5,4,4,4,2,4,4,4,2,3,4,4,4,4,5,5,5,5,1,1,5,3,5,4,3,5,4,3,3,6,5,5,4,5,5,5,5,5,4,5,5,6,6,5,4,4,5,5,4,4,6,5,6,6,5,5,1,1,1,1,1,1,1,5,4,3,4,4,5,3,1,"1,5,7",5,5,5,5,3,5,5,3,6,5,5,5,4,5,5,1,1,37,25,,,2,26,3,1,1,2
2020-03-28T19:34:27Z,1,3,SE,6,4,4,4,4,4,4,4,4,4,4,4,4,4,8,1,2,1,1,2,2,4,5,3,3,4,5,4,2,3,3,3,2,1,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,,6,6,6,,7,7,1,"1,4",7,7,7,5,7,7,6,7,7,4,4,4,5,2,2,2,2,40,25,,,1,40,3,2,2,1
2020-03-28T19:34:40Z,2,6,SE,6,5,3,3,3,3,3,5,4,3,2,5,4,4,8,2,2,1,1,2,1,5,2,2,3,4,6,3,2,2,6,3,5,3,1,6,6,4,2,1,1,2,5,2,3,4,2,1,3,2,4,2,2,4,2,1,4,1,2,1,1,2,1,1,7,,5,7,,7,6,2,"1,4,5,6,8,9",7,6,6,5,5,6,7,7,7,4,5,5,5,5,6,1,1,15,35,,,1,73,3,2,2,3
2020-03-28T19:34:59Z,1,2,SE,5,4,2,3,2,3,2,3,3,2,2,2,4,2,8,7,7,6,1,2,3,3,3,3,3,2,5,4,4,3,1,5,3,7,7,7,1,7,4,3,1,4,7,2,3,5,5,7,5,4,6,4,2,4,4,5,3,1,2,1,1,1,1,2,6,,5,5,5,5,,2,1,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,2,2,10,25,,,1,25,3,2,2,4
2020-03-28T19:35:19Z,2,3,SE,5,3,3,4,4,4,2,2,4,4,3,2,4,3,8,2,3,3,4,2,2,4,4,4,4,4,6,2,3,3,3,4,3,4,5,3,4,3,4,3,2,3,3,3,2,2,2,3,2,4,4,4,3,5,5,5,3,1,1,1,1,1,1,1,3,4,3,5,3,4,4,1,"5,7,9",2,2,5,4,4,4,3,2,4,3,5,5,4,2,3,2,2,25,,6,40,1,37,5,2,2,1
2020-03-28T19:35:53Z,1,3,SE,5,2,3,4,3,4,4,4,2,3,4,2,3,3,5,6,3,4,6,2,5,4,5,3,2,3,6,4,3,2,5,5,5,4,,6,6,4,6,5,4,5,4,5,4,5,4,4,6,4,5,5,5,4,5,5,6,2,1,1,2,2,1,2,,1,2,,,4,,1,11,6,5,4,3,3,5,5,5,4,7,5,4,6,6,5,2,1,30,45,,,2,,5,2,1,6
2020-03-28T19:36:12Z,1,2,SE,4,3,3,3,4,2,2,3,3,3,3,2,2,3,1,4,3,5,5,1,3,3,3,3,4,4,2,3,2,3,,,,,,,,,4,4,3,4,2,3,5,4,5,5,4,4,2,5,5,5,4,4,3,1,1,1,2,2,2,2,3,6,3,,,,,1,"2,6,8",3,3,4,4,5,4,2,5,3,6,5,3,5,6,6,1,1,50,40,,,2,26,4,2,1,6
2020-03-28T19:36:32Z,1,3,SE,3,4,3,4,3,2,3,4,3,3,3,3,3,3,8,3,3,3,1,2,3,4,4,4,4,3,4,4,3,2,5,5,4,4,5,5,4,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,2,2,2,,,5,5,,,,2,"1,7",4,5,5,5,5,4,5,5,5,4,4,4,5,3,4,1,1,20,10,,,1,36,3,2,2,2
2020-03-28T19:36:45Z,1,2,SE,3,5,2,3,3,3,2,4,4,3,4,4,3,4,8,5,5,4,1,2,4,3,3,4,4,4,5,5,3,1,3,6,5,3,7,5,2,6,5,1,1,7,5,5,5,2,7,5,7,5,7,4,5,5,5,6,7,1,1,1,1,1,1,1,5,5,7,5,6,6,6,1,"1,5,6,9,11",6,7,4,7,5,7,5,4,7,7,7,7,5,1,3,1,1,50,40,,,1,30,3,2,2,4
2020-03-28T19:37:45Z,2,2,SE,1,1,1,3,4,3,3,3,1,1,4,1,4,3,8,3,4,4,1,1,2,4,3,3,2,4,3,3,4,3,4,5,5,5,4,5,5,4,6,1,6,4,5,5,2,5,4,3,6,5,3,5,4,5,2,4,5,1,1,2,1,1,2,2,2,3,,7,4,,,1,6,3,3,6,3,5,4,5,2,4,3,3,8,5,5,4,1,1,69,20,,,2,25,5,1,2,2
2020-03-28T19:37:45Z,2,3,SE,5,3,3,3,3,1,3,2,3,3,2,3,3,3,2,2,4,4,4,1,3,4,4,4,4,3,4,2,3,3,3,4,5,7,4,7,5,7,4,4,5,5,4,5,5,5,4,3,3,3,3,5,3,4,5,4,4,1,1,2,2,2,2,2,5,5,,,,,,1,"1,6",4,4,5,5,4,4,4,6,6,2,3,5,5,3,4,2,1,10,25,,,2,28,3,2,1,4
2020-03-28T19:37:48Z,2,3,SE,4,4,4,4,2,2,2,4,3,3,3,4,4,4,8,5,2,1,1,2,2,5,2,2,5,5,2,5,2,2,7,4,2,6,5,6,6,6,5,2,1,3,2,1,2,2,2,2,3,2,3,2,2,2,2,3,3,2,2,1,2,1,2,2,,,6,,6,,,2,1,4,5,6,6,6,5,5,6,6,4,4,4,5,5,3,1,1,50,30,,,1,43,3,2,2,3
2020-03-28T19:37:54Z,2,2,SE,1,4,1,1,1,1,1,4,4,1,2,1,5,1,8,5,1,7,7,2,1,6,1,1,6,6,7,5,3,1,4,6,1,6,4,4,4,5,7,6,4,1,4,1,5,4,1,1,4,1,5,1,4,1,1,4,4,2,1,1,1,1,1,1,,5,2,1,4,4,7,1,"1,4,5,6,7,8,9,10,11",1,1,1,4,7,1,7,1,1,1,1,1,6,2,2,1,1,25,,20,,1,33,4,2,2,1
2020-03-28T19:38:02Z,1,2,SE,5,5,4,5,4,3,4,4,4,4,3,4,4,4,8,2,5,5,1,2,2,5,2,3,2,3,6,5,4,1,7,3,5,2,5,6,5,5,4,2,1,3,3,3,5,4,2,1,5,4,4,4,5,4,4,4,6,1,1,1,1,1,1,1,7,4,6,6,7,6,6,1,"1,4,6,7",6,5,7,5,6,5,6,7,7,4,4,4,5,2,4,2,1,25,,10,50,1,33,4,2,2,3
2020-03-28T19:38:10Z,1,4,SE,5,5,4,4,4,4,4,4,4,4,3,4,4,4,9,2,6,5,1,2,3,4,2,2,3,5,6,5,4,2,7,5,4,3,3,4,6,4,4,3,1,2,5,3,5,4,2,2,5,3,2,5,5,5,2,2,5,1,1,1,1,1,1,1,3,3,5,6,4,3,6,1,"1,4,5,6,10,11",6,6,5,5,6,5,6,5,6,4,4,5,5,3,4,2,1,25,,20,,1,51,4,2,2,2
2020-03-28T19:38:30Z,1,2,SE,4,5,2,4,3,3,3,4,3,3,3,3,4,4,9,1,4,2,1,2,4,4,4,3,3,3,3,4,4,3,2,3,4,2,7,2,2,2,3,1,1,2,5,5,6,7,2,2,7,1,5,3,1,5,1,1,6,1,1,1,1,1,1,1,5,2,4,6,6,4,6,1,"1,4,5,6,8,10",4,3,3,4,4,3,5,4,4,4,5,5,3,5,6,1,1,12.5,25,,,1,32,5,1,2,6
2020-03-28T19:38:34Z,1,5,SE,4,5,3,5,4,3,4,5,5,4,3,4,4,4,9,5,5,3,1,2,2,5,2,2,5,4,4,5,4,2,6,7,5,7,5,5,6,7,7,5,2,4,6,2,4,4,2,5,7,7,6,2,4,4,2,6,7,1,2,1,1,1,2,1,6,,5,7,7,,7,2,"1,4,6,7,11",5,4,6,5,7,4,6,5,6,2,2,2,4,5,5,1,1,25,,30,90,1,62,4,1,2,5
2020-03-28T19:39:01Z,1,2,SE,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,4,4,4,4,2,4,4,3,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,2,2,2,2,2,2,,,,,,,,2,"1,2,4",4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,1,1,50,25,,,1,34,3,2,1,4
2020-03-28T19:39:07Z,2,2,SE,5,2,3,3,4,4,3,3,4,3,2,5,3,4,9,5,4,6,7,2,4,4,4,5,3,4,5,2,3,4,4,5,3,4,4,5,4,4,5,5,5,4,6,5,3,5,4,6,5,6,5,4,4,6,3,4,5,1,2,1,2,2,1,1,3,,5,,,2,4,1,"2,5,6,7,8",2,2,3,4,4,2,3,3,5,4,4,3,5,5,5,1,1,25,,63,22,1,26,2,1,1,4
2020-03-28T19:39:18Z,2,2,SE,2,4,2,5,1,2,1,4,4,2,1,1,4,1,2,1,2,1,1,2,5,4,1,1,4,6,5,5,4,1,1,5,4,6,3,4,1,7,5,1,1,6,1,1,4,5,4,6,6,4,1,1,2,3,1,1,5,2,1,1,1,1,2,1,,2,3,4,5,,6,2,"1,2,5,7",2,1,6,7,5,1,4,6,2,1,1,8,3,4,4,1,1,25,,35,1,1,28,4,2,2,6
2020-03-28T19:39:21Z,2,3,SE,1,,3,5,4,2,1,2,2,4,2,3,3,4,2,5,5,4,3,1,4,5,3,6,2,6,7,1,3,3,6,4,6,4,3,6,6,4,6,2,2,2,6,5,3,5,4,3,6,6,6,5,5,4,3,6,2,2,1,2,2,1,1,1,,6,,,4,2,5,1,"1,2,3,5,7",4,5,3,5,5,4,5,3,3,5,7,4,4,5,4,1,2,21,25,,,3,37,5,1,1,4
2020-03-28T19:40:10Z,2,2,SE,4,4,3,4,2,4,3,5,3,3,3,2,4,3,1,5,3,3,4,2,3,2,5,5,2,3,5,3,3,3,4,4,4,4,3,4,6,5,5,4,6,4,4,4,5,6,2,5,6,7,5,5,7,4,4,6,5,1,2,2,1,1,2,2,1,,,4,,,,2,4,6,4,3,5,4,5,7,5,4,5,4,5,6,4,4,1,1,20,10,,,3,33,3,2,1,2
2020-03-28T19:40:27Z,2,1,SE,3,4,3,4,4,2,3,4,5,3,2,2,5,3,3,5,2,2,1,2,3,4,4,2,3,3,3,4,3,2,6,5,4,4,3,7,4,5,4,3,1,5,4,3,4,4,3,4,4,4,4,5,4,4,5,5,4,1,2,1,2,2,2,1,5,,3,,,,5,1,"1,4",5,4,4,4,5,5,3,4,5,5,4,3,4,4,3,1,1,25,,,,3,24,3,2,4,5
2020-03-28T19:40:41Z,2,5,SE,7,5,5,5,5,4,5,5,5,5,5,5,5,5,8,2,1,1,1,2,1,6,1,1,4,6,7,5,1,1,4,5,4,2,5,4,5,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,7,7,7,7,,7,7,2,"1,2,5,6,7,9",3,5,5,5,5,6,6,5,5,4,6,3,7,3,4,2,1,20,3,,,2,64,2,2,2,5
2020-03-28T19:40:56Z,1,3,SE,5,2,4,2,2,4,3,3,3,4,3,3,2,4,4,5,2,4,4,1,2,3,2,4,3,4,5,3,2,4,4,4,5,5,3,3,3,2,4,2,4,4,3,4,4,3,5,5,3,2,5,5,4,3,4,3,4,1,2,1,1,2,1,1,5,,5,5,,3,5,1,"2,5,7,9",4,1,4,5,2,5,3,4,5,6,2,6,5,3,2,1,1,10,25,,,1,41,4,2,2,4
2020-03-28T19:41:00Z,1,6,SE,4,4,4,4,3,3,3,4,3,3,3,3,3,3,8,3,4,3,4,2,4,4,3,3,4,4,4,4,2,2,5,5,3,3,1,4,5,4,4,1,1,4,2,4,5,4,3,3,5,3,5,3,3,4,4,4,4,1,1,1,1,1,1,1,5,5,5,6,5,5,6,1,"1,2,4,5",5,4,5,5,6,4,4,5,4,6,6,6,6,2,3,1,1,40,25,,,2,73,2,2,2,3
2020-03-28T19:41:11Z,2,6,SE,4,5,4,4,3,2,2,5,4,2,1,1,4,3,8,1,1,1,1,2,2,6,6,2,4,4,4,5,3,3,4,7,5,6,4,6,4,6,6,4,2,3,1,2,2,4,2,3,4,2,2,3,3,2,3,3,4,2,2,1,1,2,1,2,,,6,6,,6,,1,"1,4,5,6,7,8,9,11",4,4,5,3,3,6,6,6,6,1,2,2,6,3,3,1,1,25,,20,,3,74,3,2,2,6
2020-03-28T19:41:26Z,1,4,SE,4,5,3,3,3,3,3,4,4,3,3,3,3,3,8,1,2,1,3,2,3,3,5,3,3,3,6,2,1,3,2,2,4,5,6,6,2,5,2,2,1,3,2,2,2,4,3,3,2,3,2,3,3,3,3,3,2,2,1,1,2,2,1,2,,5,5,,,6,,1,1,4,3,4,5,5,2,6,5,3,3,3,4,5,5,4,2,1,40,25,,,3,49,3,2,1,4
2020-03-28T19:41:38Z,1,2,SE,4,5,4,4,2,1,2,5,3,1,1,1,2,1,8,2,2,2,1,2,1,6,2,1,6,6,7,5,3,5,1,7,4,1,2,4,1,6,6,5,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,4,7,1,2,"1,4,5,6,7,8,9,10,11",2,1,2,1,1,1,1,1,1,1,1,1,1,6,6,1,1,25,,10,50,2,33,3,2,2,2
2020-03-28T19:41:49Z,2,2,SE,2,4,2,2,2,2,2,3,3,1,1,1,3,1,3,3,7,7,1,2,1,6,2,1,6,4,5,4,3,1,2,7,6,2,7,7,2,7,6,3,1,7,4,4,6,6,6,2,4,7,5,6,5,5,6,2,4,2,1,1,2,2,1,2,,3,1,,,4,,2,"1,4,5,6,8",4,1,4,4,3,1,4,6,2,1,1,1,4,6,6,2,2,,,,,1,28,3,2,2,4
2020-03-28T19:41:51Z,2,3,SE,4,5,4,4,3,2,2,4,4,4,2,3,5,3,8,5,6,3,1,2,2,5,5,2,5,4,5,3,5,5,2,4,2,5,6,3,2,5,3,2,1,2,5,3,4,2,1,2,7,3,5,1,3,2,3,2,7,2,1,1,1,1,1,1,,2,5,7,6,3,7,1,1,7,7,7,3,5,7,6,7,7,5,4,4,7,3,3,1,1,25,,20,,1,40,4,2,2,5
2020-03-28T19:42:47Z,1,2,SE,4,5,4,2,1,1,5,5,4,3,4,3,5,5,2,6,5,3,5,1,1,2,2,5,5,1,1,3,3,3,6,2,2,5,7,4,5,7,5,4,5,5,3,3,5,4,2,4,3,3,5,3,3,5,3,4,4,2,1,2,1,2,1,2,,3,,1,,3,,1,2,1,5,4,4,4,3,5,5,3,3,6,3,7,3,4,1,2,36,30,,,2,27,3,2,1,1
2020-03-28T19:42:52Z,2,4,SE,2,3,2,3,5,2,2,3,2,4,3,3,3,3,2,5,4,5,6,1,3,4,3,5,2,2,6,3,3,4,5,5,5,4,4,5,4,5,5,3,4,6,4,7,5,5,5,5,5,5,6,3,5,4,5,5,5,1,2,2,1,1,2,2,4,,,6,6,,,1,1,5,6,5,5,6,7,5,5,6,5,4,6,6,4,6,1,2,10,4,,,2,46,4,1,2,1
2020-03-28T19:42:54Z,1,5,SE,5,5,5,5,4,2,3,4,4,4,2,4,4,5,8,1,2,1,1,2,4,3,4,4,3,3,5,3,3,3,2,2,2,5,2,2,2,2,2,2,1,2,1,1,5,2,1,7,3,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,4,6,3,4,5,5,5,2,"1,2,7",5,4,5,4,5,5,6,6,6,4,4,4,5,4,4,1,1,10,25,,,1,57,3,2,2,6
2020-03-28T19:43:08Z,1,4,SE,2,5,3,2,3,3,2,4,5,3,3,3,4,3,8,1,3,6,1,2,2,6,2,1,6,4,6,5,4,2,4,7,1,5,4,3,3,4,6,3,2,3,4,6,7,5,3,3,4,3,4,3,7,5,3,3,5,1,2,1,1,2,1,1,5,,6,6,,4,6,1,"1,2,4,5,6,7,8,10,11",3,3,4,4,5,2,6,4,6,1,1,1,6,3,6,2,2,40,30,,,1,47,4,2,2,6
2020-03-28T19:43:15Z,2,5,SE,4,5,4,4,4,4,4,5,5,5,1,5,5,4,8,4,4,4,1,2,2,5,2,2,3,2,4,4,3,2,4,6,3,3,7,4,4,4,3,2,1,4,7,4,4,4,3,4,5,3,6,2,3,3,4,2,5,2,1,1,1,1,1,1,,2,4,7,6,2,6,1,"1,6,7,8,10",6,7,7,7,6,6,6,6,6,4,5,5,4,3,3,1,1,60,25,,,1,57,4,2,2,3
2020-03-28T19:43:34Z,1,4,SE,5,5,3,4,4,4,4,3,4,4,4,4,4,3,8,4,5,4,4,2,4,4,4,3,4,3,5,3,4,3,4,5,4,6,5,5,5,5,4,6,3,5,5,5,5,5,5,5,5,4,5,5,4,5,4,4,4,1,1,1,1,1,1,1,4,4,4,5,5,4,4,1,"1,2,4,6,7,8,9",4,4,4,5,5,4,5,4,4,5,5,4,4,4,4,1,1,25,,7,5,2,49,3,2,2,4
2020-03-28T19:43:45Z,2,3,SE,1,3,1,1,1,1,1,2,2,1,1,1,2,1,8,1,1,1,1,2,3,6,5,3,6,5,3,3,3,3,1,2,3,7,4,7,1,7,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,7,2,2,2,2,2,2,2,2,,,,,,,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,2,2,25,,25,21,1,38,3,2,2,7
2020-03-28T19:44:01Z,2,2,SE,3,1,1,3,2,1,3,4,3,1,3,3,3,2,8,5,6,3,5,2,3,4,3,4,4,4,5,3,4,4,5,5,5,5,6,4,5,2,6,5,4,6,5,4,4,4,5,5,5,5,4,5,5,4,6,3,6,1,1,1,1,1,1,1,7,7,7,7,7,7,6,2,"1,2,4,6,7,11",6,6,3,6,4,5,4,4,2,5,4,5,6,3,4,1,1,20,25,,,3,27,3,1,4,4
2020-03-28T19:44:15Z,1,2,SE,6,5,5,5,4,4,2,5,5,5,4,5,5,5,8,5,6,4,1,2,3,4,3,2,1,1,4,4,1,2,4,5,2,2,6,2,1,2,1,1,1,1,4,1,1,1,1,1,2,1,6,1,1,1,1,1,3,1,1,1,1,1,1,1,7,4,6,7,7,6,7,1,"1,4,5,6,9,10",7,7,7,7,7,7,7,7,7,4,4,4,5,4,2,2,2,25,,20,,1,31,4,2,2,4
2020-03-28T19:44:18Z,2,3,SE,4,3,2,4,3,3,3,4,3,4,3,2,3,3,8,4,4,4,5,2,3,4,3,4,4,3,4,3,3,3,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,2,2,2,2,2,2,2,,,,,,,,1,"1,2",4,4,4,4,4,4,5,4,5,5,5,5,4,4,4,2,2,50,3,,,2,42,2,1,2,4
2020-03-28T19:44:35Z,2,1,SE,2,5,3,3,3,3,3,4,4,2,1,1,2,4,8,5,4,4,5,2,5,4,5,2,4,3,4,4,5,1,5,7,2,5,7,2,2,4,5,2,1,1,3,1,2,3,2,2,4,2,4,3,3,3,3,3,5,2,2,2,1,1,1,1,,,,5,5,5,5,1,"1,3,4,5,6,7,9,10",5,5,3,5,4,3,5,4,5,2,4,3,5,4,5,1,1,25,,35,10,1,23,3,2,2,5
2020-03-28T19:45:09Z,1,5,SE,6,5,3,5,3,3,3,5,5,4,4,4,5,4,8,1,5,1,1,2,2,6,2,4,2,2,4,5,2,1,7,4,1,7,7,3,7,7,2,1,1,1,4,1,1,1,1,1,4,3,4,1,1,1,1,1,4,2,1,1,2,1,1,2,,5,7,,7,3,,1,"1,4,5,6,8,10,11",7,7,7,7,7,6,7,7,7,4,4,4,7,1,2,2,2,20,30,,,1,55,3,1,2,3
2020-03-28T19:45:34Z,1,4,SE,2,5,5,4,5,3,4,5,5,4,4,4,5,4,8,1,2,1,1,2,1,6,5,1,5,5,7,4,3,2,7,6,6,2,5,6,6,5,6,3,1,1,1,1,5,5,1,1,4,1,1,1,5,4,1,1,4,1,1,1,1,1,1,1,6,6,6,6,6,7,7,1,"1,2,4,6,7,8,9,11",7,6,6,6,7,5,6,6,6,1,1,1,6,2,2,1,1,30,25,,,1,54,3,2,2,4
2020-03-28T19:45:37Z,2,2,SE,3,5,4,4,1,1,2,3,4,3,2,4,4,2,3,5,6,2,1,1,4,6,4,6,6,4,7,5,1,3,7,6,7,3,6,7,4,5,7,3,1,6,3,4,6,4,4,5,2,2,4,1,3,5,6,2,1,1,2,2,1,1,1,1,5,,,4,4,7,1,1,"1,2,4,5,6,7,8,9",4,4,1,7,4,2,4,6,6,3,6,7,5,4,1,1,2,30,20,,,2,28,9,1,2,1
2020-03-28T19:45:39Z,1,6,SE,6,5,4,3,4,3,3,4,4,3,3,4,4,3,8,1,5,2,1,2,3,4,4,3,3,5,4,5,3,3,1,5,1,2,1,2,1,2,6,5,1,2,2,1,2,2,1,1,2,1,6,1,1,3,1,1,4,2,1,1,1,2,1,1,,6,6,7,,6,7,1,"1,4,5,6,8,9,11",4,5,6,6,7,7,6,6,7,4,4,4,7,2,2,1,1,10,30,,,1,73,2,2,2,4
2020-03-28T19:45:45Z,1,6,SE,5,4,3,4,3,3,3,4,4,2,2,1,5,2,8,1,2,1,1,2,2,4,3,2,3,4,4,5,3,3,4,5,5,6,3,5,4,5,3,2,1,3,2,7,3,6,5,6,5,6,4,6,4,6,5,6,5,2,1,1,1,2,2,2,,5,5,6,,,,2,"1,2,4,5,6,7,8,9,11",4,2,4,5,4,4,4,5,4,3,3,3,5,2,2,1,1,4,35,,,1,72,2,2,2,5
2020-03-28T19:46:21Z,2,2,SE,5,5,4,4,4,3,4,4,4,3,4,3,4,3,8,2,3,1,1,2,3,4,5,3,3,4,4,4,3,2,5,3,4,3,5,3,4,5,2,2,1,2,3,2,2,4,5,2,2,2,3,2,2,3,4,2,3,1,2,1,1,1,1,2,5,,5,5,5,5,,1,1,4,5,5,4,5,5,4,4,5,4,5,3,4,3,3,2,2,20,25,,,1,33,4,2,2,2
2020-03-28T19:46:38Z,1,3,SE,1,4,4,2,2,1,2,4,2,4,2,4,3,1,8,1,7,6,1,2,2,5,5,2,5,5,2,4,3,2,1,7,4,7,4,2,2,6,7,1,1,3,1,1,1,1,1,5,7,2,6,1,4,1,1,1,6,2,1,1,1,2,1,1,,4,4,7,,4,7,2,"1,2,5",1,4,1,1,7,1,7,1,7,1,1,1,4,6,3,2,2,50,20,,,2,41,3,2,2,4
